강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,,강의평점,수강인원,수강정원
교양선택,전학년,0914006-09,정보기술 프로그래밍(Python 프로그래밍),신종호,"월06 ,07 ,08 ,09 [E8-8-206(51-206)]",3,,,32,40
교양선택,전학년,0914001-10,컴퓨팅 사고력 기르기,엄남경,"수05 ,06 ,07 [S20-101]",3,,,35,45
교양선택,전학년,0914002-10,기초컴퓨터프로그래밍,박미,"수01 ,02 ,03 ,04 [E9-271(학연271)]",3,,,35,40
교양선택,전학년,0914006-10,정보기술 프로그래밍(Python 프로그래밍),신종호,"화06 ,07 ,08 ,09 [E9-241(학연241)]",3,,,34,40
교양선택,전학년,0914001-11,컴퓨팅 사고력 기르기,홍인숙,"화01 ,02 ,03 [S21-4-246(92-246)]",3,,,43,45
교양선택,전학년,0914002-11,기초컴퓨터프로그래밍,구미숙,"수08 ,09 [E9-271(학연271)] 목08 ,09 [E8-7-435(50-435)]",3,,,33,40
교양선택,전학년,0914001-12,컴퓨팅 사고력 기르기,신미예,"화07 ,08 ,09 [S21-4-246(92-246)]",3,,,37,45
교양선택,전학년,0914002-12,기초컴퓨터프로그래밍,구미숙,"월05 ,06 [E8-7-435(50-435)] 목05 ,06 [E9-271(학연271)]",3,,,37,40
교양선택,전학년,0914001-13,컴퓨팅 사고력 기르기,엄남경,"월06 ,07 ,08 [S20-101]",3,,,35,45
교양선택,전학년,0914002-13,기초컴퓨터프로그래밍,이재성,"월06 ,07 [E8-7-235(50-235)] 화06 ,07 [S2-102(32-102)]",3,,,36,40
교양선택,전학년,0914001-14,컴퓨팅 사고력 기르기,엄남경,"월01 ,02 ,03 [S20-101]",3,,,42,45
교양선택,전학년,0914002-14,기초컴퓨터프로그래밍,정광수,"화07 ,08 [S2-101(32-101)] 목07 ,08 [E8-7-235(50-235)]",3,,,30,40
교양선택,전학년,0914001-15,컴퓨팅 사고력 기르기,엄남경,"수01 ,02 ,03 [N13-403(59-403)]",3,,,41,45
교양선택,전학년,0914002-15,기초컴퓨터프로그래밍,박미,"목01 ,02 ,03 ,04 [E9-241(학연241)]",3,,,37,40
교양선택,전학년,0914001-16,컴퓨팅 사고력 기르기,신미예,"수07 ,08 ,09 [S21-4-330(92-330)]",3,,,40,45
교양선택,전학년,0914002-16,기초컴퓨터프로그래밍,주영관,"수05 ,06 [E8-7-235(50-235)] 금05 ,06 [S2-101(32-101)]",3,,,31,40
교양선택,전학년,0914002-17,기초컴퓨터프로그래밍,이병훈,"화01 ,02 ,03 ,04 [E9-241(학연241)]",3,,,41,40
교양선택,전학년,0921001-01,과학글쓰기,이상희,"월06 ,07 ,08 [N16-1-123(58-123)]",3,,,8,40
교양선택,전학년,0921042-01,발표와 토론,이상희,"목06 ,07 ,08 [N14-103(56-103)]",3,,,11,40
교양선택,전학년,0921048-01,스토리텔링과 소통,백용식,"목07 ,08 ,09 [N16-1-127(58-127)]",3,,,5,80
교양선택,전학년,0932001-01,중국어 I,이상오,"수07 ,08 ,09 [N16-1-226(58-226)]",3,,,44,50
교양선택,전학년,0932002-01,중국어II,구교현,"화07 ,08 ,09 [N14-205(56-205)]",3,,,0,50
교양선택,전학년,0932003-01,독일어I,최도규,"월03 ,04 화03 [N16-1-259(58-259)]",3,,,40,40
교양선택,전학년,0932005-01,프랑스어I,"김대영, 이은미","화04 ,05 ,06 [N14-202(56-202)]",3,,,18,45
교양선택,전학년,0932006-01,프랑스어II,김대영,"금02 ,03 ,04 [N16-1-125(58-125)]",3,,,0,45
교양선택,전학년,0932007-01,러시아어I,김문황,"화01 ,02 ,03 [N16-1-123(58-123)]",3,,,41,40
교양선택,전학년,0932001-02,중국어 I,강주완,"목02 ,03 ,04 [N14-106(56-106)]",3,,,1,54
교양선택,전학년,0932003-02,독일어I,정수정,"수06 ,07 ,08 [N16-1-225(58-225)]",3,,,35,40
교양선택,전학년,0932005-02,프랑스어I,"김대영, 이은미","월06 ,07 수07 [N14-207(56-207)]",3,,,22,45
교양선택,전학년,0932001-03,중국어 I,김영기,"화02 ,03 ,04 [N14-205(56-205)]",3,,,1,50
교양선택,전학년,0932009-01,외국어로서의 한국어 I**,손자영,"월06 ,07 ,08 [N14-102(56-102)]",3,,,2,66
교양선택,전학년,0932010-01,외국어로서의 한국어 II**,유지연,"목02 ,03 ,04 [N13-103(59-103)]",3,,,3,50
교양선택,전학년,0932011-01,기초 한국어 회화**,지주연,"수02 ,03 ,04 [N14-701(56-701)]",3,,,4,54
교양선택,전학년,0932009-02,외국어로서의 한국어 I**,유지연,"화02 ,03 ,04 [N13-103(59-103)]",3,,,1,50
교양선택,전학년,0932010-02,외국어로서의 한국어 II**,손자영,"수06 ,07 ,08 [N14-102(56-102)]",3,,,3,66
교양선택,전학년,0923013-01,현대산업사회와환경문제,김광열,"월07 ,08 ,09 [E8-7-335(50-335)]",3,,,1,100
교양선택,전학년,0923014-01,나무문화그리고환경,한규성,"금01 ,02 ,03 [S20-101]",3,,,55,80
교양선택,전학년,0923016-01,인간과 기계문명,김연순,"수05 ,06 ,07 [N14-202(56-202)]",3,,,22,66
교양선택,전학년,0923017-01,문화로 즐기는 음식,김의환,"수06 ,07 ,08 [N14-201(56-201)]",3,,,18,55
교양선택,전학년,0923019-01,영화로 읽는 과학과 문화,박권수,"화07 ,08 ,09 [N14-702(56-702)]",3,,,40,54
교양선택,전학년,0923021-01,공학윤리와 역사,안재형,"수01 ,02 ,03 [E8-7-440(50-440)]",3,,,80,100
교양선택,전학년,0923022-01,서양문명과 전쟁기술,이찬행,"수06 ,07 ,08 [N14-107(56-107)]",3,,,59,54
교양선택,전학년,0923027-01,환경과 곤충산업의 이해,김재용,"화07 ,08 ,09 [E8-10-104(508-104)]",3,,,1,108
교양선택,전학년,0923030-01,환경과 그린에너지의 이해,김재용,"수07 ,08 ,09 [E8-10-104(508-104)]",3,,,6,108
교양선택,전학년,0931001-01,4차 산업혁명과 융합기술,안재형,"금01 ,02 ,03 [E8-7-235(50-235)]",3,,,72,80
교양선택,전학년,0931014-01,자동차공학기초(자동차공학과 산업의 이해),조정호,"월08 ,09 ,10 [E8-7-317(50-317)]",3,,,0,100
교양선택,전학년,0923013-02,현대산업사회와환경문제,정영도,"목01 ,02 ,03 [E8-10-103(508-103)]",3,,,88,100
교양선택,전학년,0923014-02,나무문화그리고환경,유진희,"수06 ,07 ,08 [S21-4-246(92-246)]",3,,,0,80
교양선택,전학년,0923017-02,문화로 즐기는 음식,이선희,"금02 ,03 ,04 [N14-201(56-201)]",3,,,60,55
교양선택,전학년,0923013-03,현대산업사회와환경문제,정영도,"목07 ,08 ,09 [E8-10-103(508-103)]",3,,,74,100
교양선택,전학년,0923013-04,현대산업사회와환경문제,윤여명,"수07 ,08 ,09 [E8-7-235(50-235)]",3,,,0,80
교양선택,전학년,0921003-01,문학의이해,권정우,"화06 ,07 ,08 [N16-1-123(58-123)]",3,,,9,80
교양선택,전학년,0921004-01,중국문화의이해,조현국,"월02 ,03 ,04 [N14-701(56-701)]",3,,,46,54
교양선택,전학년,0921005-01,독일과독일사람,박현정,"목06 ,07 ,08 [N16-1-260(58-260)]",3,,,11,40
교양선택,전학년,0921006-01,한자와한문,어강석,"수02 ,03 ,04 [N16-1-123(58-123)]",3,,,72,80
교양선택,전학년,0921007-01,러시아문학과예술의산책,김원한,"목02 ,03 ,04 [N16-1-127(58-127)]",3,,,74,80
교양선택,전학년,0921008-01,프랑스문화와예술기행,고봉만,"월07 ,08 ,09 [N14-104(56-104)]",3,,,81,90
교양선택,전학년,0921009-01,현대 한국소설과의 만남,박진숙,"목06 ,07 ,08 [N16-1-123(58-123)]",3,,,70,80
교양선택,전학년,0921010-01,독일예술문화산책,문광훈,"수07 ,08 ,09 [N16-1-258(58-258)]",3,,,14,40
교양선택,전학년,0921011-01,언어로의 초대,최성호,"화02 ,03 ,04 [N16-1-125(58-125)]",3,,,60,80
교양선택,전학년,0921012-01,한자와 동양문화,서대원,"목07 ,08 ,09 [N13-103(59-103)]",3,,,1,50
교양선택,전학년,0921013-01,사랑과 문화,"김경화, 안상원","수07 ,08 ,09 [N13-121(59-121)]",3,,,79,80
교양선택,전학년,0921014-01,한국 대중문화의 이해,김영미,"목06 ,07 ,08 [N14-108(56-108)]",3,,,2,90
교양선택,전학년,0921015-01,시 읽기와 마음 가꾸기,정효구,"목02 ,03 ,04 [N16-1-325(58-325)]",3,,,51,50
교양선택,전학년,0921016-01,만화 인문학,백용식,"월08 화08 ,09 [N13-121(59-121)]",3,,,74,80
교양선택,전학년,0921017-01,고전으로 읽는 한국의 문화코드,오세정,"화07 ,08 ,09 [N16-1-125(58-125)]",3,,,79,80
교양선택,전학년,0921018-01,현대 한국사회의 이해,이진숙,"화06 ,07 ,08 [N13-401(59-401)]",3,,,2,60
교양선택,전학년,0921020-01,한글맞춤법의 이론과 실제,장충덕,"화02 ,03 ,04 [N14-702(56-702)]",3,,,48,54
교양선택,전학년,0932012-01,글로벌 문화와 지역학,박미령,"수06 ,07 ,08 [N14-704(56-704)]",3,,,75,76
교양선택,전학년,0932013-01,글로벌 음식문화와 생활문화,이상오,"목07 ,08 ,09 [N14-205(56-205)]",3,,,53,50
교양선택,전학년,0932028-01,러시아 도시문화사,김태옥,"월06 ,07 ,08 [N14-206(56-206)]",3,,,37,50
교양선택,전학년,0921004-02,중국문화의이해,조현국,"금02 ,03 ,04 [N14-701(56-701)]",3,,,39,54
교양선택,전학년,0921008-02,프랑스문화와예술기행,곽노경,"화07 ,08 ,09 [N14-704(56-704)]",3,,,71,76
교양선택,전학년,0932013-02,글로벌 음식문화와 생활문화,구교현,"월05 ,06 ,07 [N14-205(56-205)]",3,,,48,50
교양선택,전학년,0921008-03,프랑스문화와예술기행,신명숙,"수06 ,07 ,08 [N14-208(56-208)]",3,,,70,70
교양선택,전학년,0921021-01,우리의선사문화,이진옥,"목06 ,07 ,08 [N13-502(59-502)]",3,,,37,50
교양선택,전학년,0921022-01,생활속의철학,김준열,"수02 ,03 ,04 [N14-208(56-208)]",3,,,10,90
교양선택,전학년,0921023-01,세계문화유산의 이해,윤진,"금01 ,02 ,03 [N16-1-127(58-127)]",3,,,100,100
교양선택,전학년,0921024-01,세계 미술문화재 탐구,박화선,"수02 ,03 ,04 [N16-1-222(58-222)]",3,,,65,70
교양선택,전학년,0921025-01,대중문화와 예술의 이해,윤석빈,"금02 ,03 ,04 [N16-1-329(58-329)]",3,,,61,80
교양선택,전학년,0921026-01,논리와 비판적 사고,박현숙,"목02 ,03 ,04 [S21-4-330(92-330)]",3,,,55,72
교양선택,전학년,0921027-01,행복의 철학,배기호,"목06 ,07 ,08 [S21-4-146(92-146)]",3,,,73,70
교양선택,전학년,0921028-01,과학과 철학,오희철,"월07 ,08 ,09 [N7-406]",3,,,1,73
교양선택,전학년,0921029-01,철학고전읽기,이경희,"월05 ,06 ,07 [S21-4-330(92-330)]",3,,,19,72
교양선택,전학년,0921030-01,사랑과 성의 철학,허준,"목02 ,03 ,04 [N7-406]",3,,,0,73
교양선택,전학년,0921031-01,한국고대문화 산책,장덕원,"목06 ,07 ,08 [N16-1-222(58-222)]",3,,,20,70
교양선택,전학년,0921041-01,인간과 동물,박권수,"목07 ,08 ,09 [N14-102(56-102)]",3,,,24,66
교양선택,전학년,0921043-01,영화 속의 철학,정세근,"월07 ,08 ,09 [N16-1-226(58-226)]",3,,,1,50
교양선택,전학년,0921049-01,불교가 묻고 내가 답한다,박보람,"토01 ,02 ,03 [가상강의실2]",3,,,43,50
교양선택,전학년,0921051-01,종교에 대한 바른 이해,김귀룡,"수06 ,07 ,08 [N14-103(56-103)]",3,,,1,48
교양선택,전학년,0921054-01,페미니즘과 철학,조주영,"수02 ,03 ,04 [N14-206(56-206)]",3,,,4,50
교양선택,전학년,0921056-01,문자로 읽는 아시아의 문화와 사상,"미지정, 박보람","토04 ,05 ,06 [가상강의실2]",3,,,41,50
교양선택,전학년,0922001-01,한국사의이해,"김영관, 선봉조","월01 ,02 ,03 [N16-1-127(58-127)]",3,,,96,100
교양선택,전학년,0922002-01,한국근현대사의이해,박걸순,"수01 ,02 ,03 [N16-1-127(58-127)]",3,,,36,80
교양선택,전학년,0922003-01,동양문화사,이평수,"월02 ,03 ,04 [N14-204(56-204)]",3,,,90,100
교양선택,전학년,0922004-01,서양문화사,윤진,"월07 ,08 ,09 [N16-1-127(58-127)]",3,,,94,100
교양선택,전학년,0922005-01,미디어를 통해 본 중국역사,김진,"목07 ,08 ,09 [N16-1-329(58-329)]",3,,,0,80
교양선택,전학년,0922006-01,역사학과 디지털 문화콘텐츠의 만남,유승희,"목02 ,03 ,04 [N16-1-125(58-125)]",3,,,64,80
교양선택,전학년,0922007-01,영상으로 보는 한국사,임형수,"목06 ,07 ,08 [N16-1-125(58-125)]",3,,,64,80
교양선택,전학년,0922008-01,역사와 스토리텔링,유승희,"목06 ,07 ,08 [N14-701(56-701)]",3,,,44,54
교양선택,전학년,0922011-01,교양 한국미술사,이종민,"목02 ,03 ,04 [N16-1-222(58-222)]",3,,,65,70
교양선택,전학년,0921022-02,생활속의철학,최천식,"화07 ,08 ,09 [S21-4-330(92-330)]",3,,,35,72
교양선택,전학년,0921023-02,세계문화유산의 이해,이상민,"목02 ,03 ,04 [N16-1-123(58-123)]",3,,,73,80
교양선택,전학년,0922001-02,한국사의이해,노용필,"화01 ,02 ,03 [N14-105(56-105)]",3,,,83,100
교양선택,전학년,0922003-02,동양문화사,유채원,"금04 ,05 ,06 [N16-1-127(58-127)]",3,,,12,100
교양선택,전학년,0922007-02,영상으로 보는 한국사,선봉조,"월05 ,06 ,07 [N14-107(56-107)]",3,,,52,54
교양선택,전학년,0921023-03,세계문화유산의 이해,정재균,"수06 ,07 ,08 [N14-106(56-106)]",3,,,54,54
교양선택,전학년,0922001-03,한국사의이해,박윤진,"화04 ,05 ,06 [N14-105(56-105)]",3,,,26,100
교양선택,전학년,0922007-03,영상으로 보는 한국사,노용필,"수01 ,02 ,03 [N14-105(56-105)]",3,,,87,100
교양선택,전학년,0921023-04,세계문화유산의 이해,김헌기,"화04 ,05 ,06 [N14-107(56-107)]",3,,,46,54
교양선택,전학년,0922001-04,한국사의이해,강민식,"목06 ,07 ,08 [N15-171(57-171)]",3,,,92,100
교양선택,전학년,0922007-04,영상으로 보는 한국사,박윤진,"화07 ,08 ,09 [N14-105(56-105)]",3,,,97,100
교양선택,전학년,0921023-05,세계문화유산의 이해,이선희,"토05 ,06 ,07 [S21-4-143(92-143)]",3,,,6,80
교양선택,전학년,0922007-05,영상으로 보는 한국사,전진국,"화02 ,03 ,04 [N14-701(56-701)]",3,,,40,54
교양선택,전학년,0922007-06,영상으로 보는 한국사,강민식,"수06 ,07 ,08 [N14-701(56-701)]",3,,,44,54
교양선택,전학년,0923025-01,신체활동과스트레스,김근수,"금01 ,02 ,03 [N18-112(64-112)]",3,,,20,60
교양선택,전학년,0923026-01,스포츠와건강,김현주,"화01 ,02 ,03 [N18-112(64-112)]",3,,,55,60
교양선택,전학년,0923038-01,S.M.A.R.T 스포츠,송주호,"수05 ,06 ,07 [N13-103(59-103)]",3,,,0,50
교양선택,전학년,0934002-01,미술의이론과감상,백다은,"월02 ,03 ,04 [N14-203(56-203)]",3,,,45,66
교양선택,전학년,0934003-01,음악의이론과감상,황순도,"화02 ,03 ,04 [N16-1-329(58-329)]",3,,,71,80
교양선택,전학년,0934004-01,연극영화의이론과감상,조만수,"수07 ,08 ,09 [N16-1-127(58-127)]",3,,,79,80
교양선택,전학년,0934005-01,음악과 인성,한수정,"수05 ,06 ,07 [N14-702(56-702)]",3,,,40,54
교양선택,전학년,0934003-02,음악의이론과감상,황순도,"화07 ,08 ,09 [N16-1-226(58-226)]",3,,,50,50
교양선택,전학년,0934004-02,연극영화의이론과감상,박인영,"화05 ,06 ,07 [N15-171(57-171)]",3,,,77,80
교양선택,전학년,0934003-03,음악의이론과감상,한수정,"수01 ,02 ,03 [N15-242(57-242)]",3,,,73,70
교양선택,전학년,0934004-03,연극영화의이론과감상,김주연,"월07 ,08 ,09 [N15-245(57-245)]",3,,,86,80
교양선택,전학년,0921033-01,다문화와 세계종교 기행,정세근,"토01 ,02 ,03 [가상강의실2]",3,,,40,50
교양선택,전학년,0921034-01,인간·상징·커뮤니케이션,안상원,"수03 ,04 ,05 [N14-106(56-106)]",3,,,46,50
교양선택,전학년,0921039-01,한국인의 삶과 행복,손경찬,"화06 ,07 ,08 [N18-112(64-112)]",3,,,29,166
교양선택,전학년,0921045-01,다문화 사회의 새로운 이해,김연순,"수02 ,03 ,04 [N14-107(56-107)]",3,,,0,54
교양선택,전학년,0921046-01,예술로 만나는 시민교육,최승현,"수08 ,09 ,10 [N18-110]",3,,,39,40
교양선택,전학년,0921047-01,갈등사회와 시민,손경원,"금02 ,03 ,04 [E1-2-331(81-331)]",3,,,0,80
교양선택,전학년,0921052-01,공간과 사회,윤현위,"월07 ,08 ,09 [E1-2-413(81-413)]",3,,,38,40
교양선택,전학년,0921055-01,교과서 밖의 심리학,"미지정, 안정광, 이우열, 정우현","월01 ,02 ,03 [가상강의실2]",3,,,67,80
교양선택,전학년,0921058-01,어른 심리여행 안내서,이새별,"수05 ,06 ,07 [N15-245(57-245)]",3,,,67,90
교양선택,전학년,0922012-01,일상생활의심리학,최해연,"화02 ,03 ,04 [N15-245(57-245)]",3,,,32,90
교양선택,전학년,0922013-01,행정학입문,김정숙,"월02 ,03 ,04 [N15-245(57-245)]",3,,,54,90
교양선택,전학년,0922014-01,생활과법,홍진희,"월07 ,08 ,09 [E1-1-148]",3,,,67,70
교양선택,전학년,0922015-01,세계의지리,윤현위,"월01 ,02 ,03 [E1-2-413(81-413)]",3,,,33,40
교양선택,전학년,0922016-01,아동발달과부모교육,박보경,,3,,,1,126
교양선택,전학년,0922019-01,공업법규와창업,강봉희,"화01 ,02 ,03 [E8-2-101(45-101)]",3,,,34,200
교양선택,전학년,0922021-01,심리학개론,,,3,,,2,0
교양선택,전학년,0922022-01,현대정치와국제관계,김태환,"화07 ,08 ,09 [N15-242(57-242)]",3,,,47,70
교양선택,전학년,0922026-01,결혼과가족,김영희,"화02 ,03 ,04 [N20-1-115(62-115)]",3,,,86,110
교양선택,전학년,0922027-01,신용관리와 소비생활,김민정,"목02 ,03 ,04 [N20-1-115(62-115)]",3,,,99,100
교양선택,전학년,0922028-01,현대사회의 인권과 정의,김윤정,"수02 ,03 ,04 [N13-103(59-103)]",3,,,0,50
교양선택,전학년,0922030-01,쉽고 재미있는 회계,정원덕,"월07 ,08 ,09 [N13-401(59-401)]",3,,,11,60
교양선택,전학년,0922031-01,영화로 읽는 인권과 복지,김경은,"수06 ,07 ,08 [N18-112(64-112)]",3,,,34,80
교양선택,전학년,0922032-01,생활 속의 경제학,조택희,"수05 ,06 ,07 [N18-109(64-109)]",3,,,33,50
교양선택,전학년,0922033-01,성문화의 이해,김정내,"월02 ,03 ,04 [N13-103(59-103)]",3,,,50,50
교양선택,전학년,0922035-01,시민사회에서의 재산과 가족,최상회,"목07 ,08 ,09 [N13-303(59-303)]",3,,,45,50
교양선택,전학년,0922036-01,현대사회의 범죄와 형벌,홍진희,"목07 ,08 ,09 [E1-1-148]",3,,,60,70
교양선택,전학년,0922037-01,창업을 위한 기초 경영,정원덕,"화07 ,08 ,09 [N13-404(59-404)]",3,,,1,50
교양선택,전학년,0922038-01,시스템 사고와 창의,김상욱,월00 화00 수00 [가상강의실2],3,,,37,50
교양선택,전학년,0922041-01,"행복한 소비, 윤리소비",유현정,"화02 ,03 ,04 [N18-110]",3,,,2,80
교양선택,전학년,0922042-01,기업과 증권시장의 이해,이형철,"수06 ,07 ,08 [N14-404(56-404)]",3,,,25,50
교양선택,전학년,0922047-01,패션과 라이프,권수희,"화06 ,07 ,08 [N20-1-115(62-115)]",3,,,40,126
교양선택,전학년,0922048-01,한국의 지리와 삶,주뢰,"수06 ,07 ,08 [E1-2-413(81-413)]",3,,,3,40
교양선택,전학년,0922050-01,하우징 트렌드,이현정,"월06 ,07 ,08 [N20-1-115(62-115)]",3,,,77,126
교양선택,전학년,0922052-01,북한 사회의 이해,윤여령,"목06 ,07 ,08 [N15-242(57-242)]",3,,,33,70
교양선택,전학년,0922053-01,공업경영과 기업가정신,권혁조,"금01 ,02 ,03 [E8-10-104(508-104)]",3,,,11,100
교양선택,전학년,0922055-01,평화와 통일의 이해,이연호,"수06 ,07 ,08 [N15-171(57-171)]",3,,,64,100
교양선택,전학년,0922056-01,슬기로운 부동산 생활,김판기,"목07 ,08 ,09 [N14-105(56-105)]",3,,,30,50
교양선택,전학년,0922057-01,기업가정신과 지식재산,임달호,"화06 ,07 ,08 [N14-401(56-401)]",3,,,0,60
교양선택,전학년,0922058-01,조직경영과 인간행동의 이해,김찬중,"월06 ,07 ,08 [N13-101(59-101)]",3,,,0,100
